省,市,医院名称,地址,邮政编码,电话,院长,床位数,等级,日门诊量,特色专科
黑龙江,绥芬河市,绥芬河市妇幼保健院,绥芬河市兴隆路44号,157300,0453-3922692、3923998,王玉琪,100,,125,
黑龙江,绥芬河市,绥芬河市邮政职工医院,绥芬河市,157300,0453-3921960,,,,,
黑龙江,穆棱市,穆棱市第一人民医院,穆棱市八面通镇,157500,0453-3122710,文光珠,189,,254,
黑龙江,穆棱市,穆棱市中医院,穆棱市八面通镇,157500,0453-3122541,刘国兴,90,,87,
黑龙江,穆棱市,穆棱市妇幼保健院,穆棱市八面通镇,157500,0453-3122630,刘清洁,180,,153,
黑龙江,穆棱市,穆棱林业局职工医院,穆棱市穆棱镇,157513,0453-3061740,马乃鹏,70,,116,
黑龙江,穆棱县,穆棱县人民医院,穆棱县八面通镇工农街91号,157500,0453-3223495,,153,,75,
黑龙江,穆棱县,穆棱县第二人民医院,穆棱县穆棱镇,157513,0453-6221352,,100,,89,
黑龙江,穆棱县,穆林县林业局职工医院,穆棱市穆棱镇,157513,0453-3198104,马乃鹏,220,,165,消化内科、肾内科、传染病科、耳鼻喉科等
黑龙江,东宁县,东宁县人民医院,东宁县东宁镇中华路27号,157200,0453-3622100,薛地成,200,,436,
黑龙江,东宁县,东宁县第二人民医院,东宁县绥阳,157200,0453-3721247,李贵臣,50,,61,
黑龙江,东宁县,东宁县中医院,东宁县东兴路14号,157200,0453-3622968,邢念臣,74,,66,
黑龙江,东宁县,东宁县妇幼保健院,东宁县东兴路1号,157200,0453-3632493,李桂芳,121,,79,
黑龙江,东宁县,东宁县绥阳林业局职工医院,东宁县绥阳镇,157212,0453-3720136,曹士章,100,,126,
黑龙江,海林市,海林市人民医院,海林市海林镇,157100,0453-7223116,宋玉琳,170,,163,
黑龙江,海林市,海林市妇幼保健站,海林市,157100,0453-7225346,,,,,
黑龙江,海林市,海林市肛肠医院,海林市河东路115号,157100,0453-7223659,王晓进,77,,85,
黑龙江,海林市,海林林业局医院,海林市奋斗路,157100,0453-7223721、7322183,李林科,100,,138,
黑龙江,海林市,海林县柴河林业局职工医院,海林市柴河镇,157131,0453-7520952,赵玉生,200,,148,神经外科、皮肤科、消化内科等
黑龙江,虎林县,虎林县人民医院,虎林县中心街34号,158400,0453-5823146、5831452,齐秀杰,240,,181,
黑龙江,虎林县,虎林县中医院,鸡西市虎林县建设36号,158400,0453-5823839,肖广军,106,,134,
黑龙江,虎林县,虎林县东方红林业局职工医院,虎林县东方红镇,158400,0453-5812209、5913310,张振杰,200,,170,
黑龙江,虎林县,虎林县八五四农场医院,虎林县,158400,0453-5537389、5968630,,115,,82,
黑龙江,虎林县,虎林县八五六农场职工医院,虎林县,158400,0453-5577453、5957229,,106,,84,
黑龙江,虎林县,虎林县八五八农场职工医院,虎林县,158400,0453-5951300,,,,,
黑龙江,虎林县,虎林县云山农场职工医院,虎林县,158400,0453-5979135,,,,,
黑龙江,虎林县,虎林县庆丰农场职工医院,虎林县,158400,0453-5908440,,,,,
黑龙江,虎林县,虎林迎春林业局职工医院,虎林县,158403,0453-5913310、5948375,,,,,
黑龙江,虎林县,虎林县虎林镇医院,虎林县,158400,0453-5823798,,,,,
黑龙江,宁安市,宁安县人民医院,宁安市中心大街1号,157400,0453-7625282、7627362,李重折,330,,137,
黑龙江,宁安市,宁安县第二医院,宁安市友谊路37号,157421,0453-7912485,单志明,140,,67,
黑龙江,宁安市,宁安县中医院,宁安市宁安镇通江路70号,157400,0453-7622895,李启瑞,150,,76,
黑龙江,宁安县,宁安县妇产医院,宁安县,157400,0453-7623709,,,,,
黑龙江,宁安县,宁安县眼病专科医院,宁安县,157400,0453-7681020,,,,,
黑龙江,宁安县,宁安县精神病院,宁安县,157400,0453-7821388,,,,,
黑龙江,宁安市,牡丹江市神经精神病医院,宁安市范家乡,157021,0453-7623370,于崇,350,,137,
黑龙江,宁安市,宁安县东京城林业局职工医院,宁安市东京城镇,157400,0453-7919572,,180,,110,
黑龙江,宁安市,牡丹江精神病医院,宁安市胜利村,157400,0453-7623370,于崇懋,100,,65,
黑龙江,林口县,林口县人民医院,林口县林口镇站前大街,157600,0453-3523147,王忠山,250,,149,
黑龙江,林口县,林口县中医院,林口县站前大街西段,157600,0453-3522159,于明洲,85,,124,
黑龙江,林口县,林口县妇幼保健站,林口县,157600,0453-3523509,,,,,
黑龙江,林口县,林口县牙病防治院,林口县站前大街,157600,0453-3522640,滕瑞峰,50,,47,
黑龙江,林口县,林口铁路医院,林口县战备路,157600,0453-3526614,刘万金,70,,339,
黑龙江,林口县,林口林业局职工医院,林口县古城镇古城二村,157621,0453-3300534,朱作伟,150,,166,
黑龙江,鸡东县,鸡东县人民医院,鸡东县,158200,0453-5883557、5582742,,204,,391,
黑龙江,鸡东县,鸡东县中医院,鸡西市鸡东县东风街,158200,0453-5583773、5582174,马广会,103,,82,
黑龙江,鸡东县,鸡东县妇幼保健站,鸡东县,158200,0453-5582179,,,,,
黑龙江,鸡东县,鸡东县精神病院,鸡东县银峰乡鸡东村4组,158200,0453-5882307,,150,,823,
黑龙江,鸡东县,鸡东县骨外肛肠专科医院,鸡东县,158200,0453-5585432,,,,,
黑龙江,鸡东县,八五一零农场职工医院,鸡东县东海,158212,0453-5583423,,160,,102,
黑龙江,勃利县,勃利县人民医院,勃利镇园明街,154500,0453-8522916,杨春生,350,,285,
黑龙江,勃利县,勃利县中医院,勃利县康华街93号,154500,0453-8521647,林秋华,150,,137,
黑龙江,5063,黑龙江省北兴农场职工医院,北兴农场场部,154625,0453-8436217,,109,,113,
黑龙江,佳木斯市,黑龙江中医药大学佳木斯学院附属康复医院,佳木斯市永红区德祥街2号,154003,0454-8228919,韩善廷,123,,173,
黑龙江,佳木斯市,佳木斯市中医药学校附属医院,佳木斯市前进区光华街24号,154007,0454-8247173,崔天东,136,,256,
黑龙江,佳木斯市,佳木斯市医学会附属烧伤医院,佳木斯市,154007,0454-8300241,,,,,
黑龙江,佳木斯市,佳木斯市神经精神病院,佳木斯市光华路5号,154002,0454-8221800、8771526,,300,,18,
黑龙江,佳木斯市,佳木斯市肛肠医院,佳木斯市向阳区西路368号,154002,0454-8225583,吴品福,60,,12,
黑龙江,佳木斯市,佳木斯大学附属第三医院黑龙江省小儿脑性瘫痪防治疗育中心,佳木斯市德祥街,154002,0454-8673024,,105,,,
黑龙江,佳木斯市,佳木斯市专家医院,佳木斯市,154002,0454-8671116,,,,,
黑龙江,佳木斯市,佳木斯市永红区医院,佳木斯市文久街1号,154002,0454-8225043,,60,,18,
黑龙江,佳木斯市,佳木斯市郊区人民医院,佳木斯市郊区友谊路199号,154004,0454-8588294,国星,70,,167,
黑龙江,佳木斯市,佳木斯市红十字医院,佳木斯市东风区建国路41号,154005,0454-8392395,秦广宏,65,,189,
黑龙江,佳木斯市,佳木斯市前进区老年病医院,佳木斯市永安街22号,154002,0454-8224505,赵洪生,102,,47,
黑龙江,佳木斯市,佳木斯市永红医院,佳木斯市,154002,0454-8225043,,,,,
黑龙江,佳木斯市,佳木斯市环城医院,佳木斯市,154002,0454-8224939,,,,,
黑龙江,佳木斯市,佳木斯市博康医院,佳木斯市,154002,0454-8247109,,,,,
黑龙江,佳木斯市,佳木斯市交通医院,佳木斯市向阳区西林路232号,154002,0454-8222173,刘树盛,100,,92,
黑龙江,佳木斯市,佳木斯铁路职工医院,佳木斯市顺德路154号,154002,0454-8223052,王玉珏,360,,702,
黑龙江,佳木斯市,佳木斯纺织印染厂职工医院,佳木斯市友谊路荣歌街1号,154004,0454-8582022,,104,,57,
黑龙江,佳木斯市,佳木斯市房地局职工医院,佳木斯市光复路666号,154002,0454-8247260,,100,,124,
黑龙江,佳木斯市,黑龙江国营农场总局机关职工医院,佳木斯市前进区和平路97号,154002,0454-8226951,吕兴年,80,,64,
黑龙江,佳木斯市,佳木斯第一建筑工程公司职工医院,佳木斯市,154002,0454-8228079,,,,,
黑龙江,富锦市,富锦市第一医院,富锦市中央大街,156100,0454-2323037、2346921,蒋德君,100,,161,
黑龙江,富锦市,富锦市第二医院,富锦市,156100,0454-2322738,,,,,
黑龙江,富锦市,富锦市第三医院,富锦市向阳路,156100,0454-2322040、2339242,李联海,92,,64,
黑龙江,富锦市,富锦市第四医院,富锦市,156100,0454-2326848,,,,,
黑龙江,富锦市,富锦市中医院,富锦市东坪路南段,156100,0454-2322196、2340506,李道泉,180,,164,骨伤科、针灸科
黑龙江,富锦市,富锦市红十字医院,富锦市,156100,0454-2322910,,,,,
黑龙江,富锦市,富锦市口腔医院,富锦市中央大街,156100,0454-2322040,,40,,144,
黑龙江,富锦市,富锦市肛肠医院,富锦市,156100,0454-2325033,,,,,
黑龙江,富锦市,富锦市锦西医院,富锦市,156100,0454-2338155,,,,,
黑龙江,富锦市,富锦市铁路医院,富锦市,156100,0454-2341175,,,,,
黑龙江,富锦市,黑龙江省七星农场职工医院,富锦市七星农场,156300,0454-5794092,,100,,67,
黑龙江,同江市,同江市人民医院,同江市大直街,156400,0454-2923087、2923339,李元贵,110,,78,
黑龙江,同江市,同江市中医院,同江市通港街,156400,0454-2922356,玄相栋,137,,62,
黑龙江,同江市,同江市妇幼保健院,同江市,156400,0454-2923178,,,,,
黑龙江,萝北县,萝北县人民医院,萝北县凤翔大街55号,154200,0454-6822406,张兆军,150,,119,
黑龙江,萝北县,萝北县中医院,萝北县迎宾街29号,154200,0454-6822484,崔日春,32,,60,
黑龙江,萝北县,萝北县妇幼保健站,萝北县,154200,0454-6823141,,,,,
黑龙江,萝北县,萝北县明山医院,萝北县,154200,0454-6921494,,,,,
黑龙江,萝北县,萝北县鹤北医院,萝北县,154200,0454-6039118,,,,,
黑龙江,萝北县,黑龙江宝泉岭农场总局中心医院,萝北县宝泉岭农场总局机关处,154211,0454-6822210,,300,,110,
黑龙江,宝泉岭,宝泉岭农场局中心医院,宝泉岭农场总局机关处,154211,0454-3761210、3767000,,300,,259,
黑龙江,宝泉岭,宝泉岭农场职工医院,宝泉岭农场场部,154211,0454-6322914,,120,,147,
黑龙江,萝北县,鹤北林业局职工医院,萝北县鹤北林业局康复路,154212,0454-6871573,,100,,93,
黑龙江,友谊县,友谊县人民医院,友谊县第八居委会,155800,0454-5812535、5812571,杨凤林,220,,77,中医痔瘘科、口腔科、皮肤科、妇产科等
黑龙江,友谊县,友谊县中医院,友谊县第四居委会,155800,0454-5812812,李玉峰,90,,73,
黑龙江,友谊县,友谊县妇幼保健站,友谊县,155800,0454-5813350,,,,,
黑龙江,宝清县,宝清县人民医院,宝清县第十九居委会,155600,0454-5423766,赵风清,180,,104,泌尿外科、消化内科、普外科等
黑龙江,宝清县,宝清县中医院,宝清县第二十六居委会,155600,0454-5422342,宋作信,100,,142,
黑龙江,宝清县,宝清县妇幼保健院,宝清县第五居委会,155600,0454-5422761,魏凤鸣,60,,39,
黑龙江,集贤县,集贤县第二人民医院,集贤县第三居委会,155921,0454-4911248,李崇,50,,15,
黑龙江,集贤县,集贤县中医院,集贤县第三十三居委会,155900,0454-4662556,刘天成,130,,15,
黑龙江,集贤县,集贤县妇幼保健站,集贤县,155900,0454-4672491,,,,,
黑龙江,集贤县,集贤县骨伤医院,集贤县,155900,0454-4664283,,,,,
黑龙江,集贤县,集贤县肛肠医院,集贤县,155900,0454-4662760,,,,,
黑龙江,集贤县,集贤县桥南医院,集贤县,155900,0454-4663601,,,,,
黑龙江,桦南县,桦南县人民医院,交通街,154400,0454-6222711,薛立臣,205,,130,
黑龙江,桦南县,桦南县中医院,桦南县前进街,154400,0454-6222539,毕成华,107,,203,
黑龙江,桦南县,桦南县妇幼保健院,桦南县,154400,0454-6222456,,,,,
黑龙江,5133,桦南林业局职工医院,县柳毛河镇,115431,0454-8228238,,111,,138,
黑龙江,桦川县,桦川县人民医院,桦川县冷云村,154300,0454-3823698、3828195,,140,,110,
黑龙江,桦川县,桦川县中医院,桦川县和平村,154300,0454-3822883,陈升,40,,21,
黑龙江,桦川县,桦川县妇幼保健院,桦川县和平村,154300,0454-3822710、3823062,李生友,112,,286,
黑龙江,汤原县,汤原县中心医院,汤原县文化街,154700,0454-7622642,李文福,106,,83,
黑龙江,汤原县,汤原县第二人民医院,汤原县忠诚村,154721,0454-7642546,赵英基,75,,89,
黑龙江,汤原县,汤原县中医院,汤原县汤原镇中华路,154700,0454-7622501,朱宪昌,60,,56,
黑龙江,汤原县,汤原县鹤立中医院,汤原县,154700,0454-7352321,,,,,
黑龙江,汤原县,汤原县妇幼保健站,汤原县,154700,0454-7622368,,,,,
黑龙江,饶河县,饶河县人民医院,饶河县第二居委会,156700,0454-5622310、5623368,李运高,100,,102,
黑龙江,饶河县,饶河县中医院,饶河县第二居委会,156700,0454-5623511,付广臣,50,,62,
黑龙江,饶河县,饶河县保健站,饶河县,156700,0454-5623866,,,,,
黑龙江,抚远县,抚远县中医院,抚远县和平街,156500,0454-2132951,赵恩佳,73,,64,
黑龙江,抚远县,抚远县妇幼保健站,抚远县,156500,0454-2132354,,,,,
黑龙江,5149,建三江管局中心医院,建三江管局局直,156300,0454-5790404,,280,,326,
黑龙江,5150,建三江农场管理局五九七农场职工医院,建三江农场,155610,0454-4421101,,176,,224,
黑龙江,5151,建三江农场管理局八五三农场职工医院,建三江农场,155630,0454-4431183,,160,,202,
黑龙江,5152,军川农场职工医院,军川农场场部,154244,0454-6345591,,100,,82,
黑龙江,5153,二九一农场医院,二九一农场,155900,0454-4444119,,100,,80,
黑龙江,绥化市,绥化地区中医院,绥化市,152062,,,,,,
黑龙江,绥化市,绥化地区卫生学校附属医院,绥化市西直北路10号,152000,0455-8225233,,100,,67,
黑龙江,绥化市,绥化市第二医院,绥化市中有南路177号,152052,0455-8334109,韩忠良,603,,406,老年病科、妇产科、耳鼻喉科等
黑龙江,绥化市,绥化市妇幼保健院,绥化市北二东路1133号,152072,0455-8223028,刘明华,57,,10,
黑龙江,绥化市,绥化市精神病防治院,绥化市利民镇,152000,0455-8452003,,50,,80,
黑龙江,绥化市,绥化市口腔专科医院,绥化市北二东路195号,152000,0455-8223665,王锡顺,100,,81,
黑龙江,绥化市,绥化市康复中心骨科医院,绥化市,152000,0455-8224468,,,,,
黑龙江,绥化市,绥化市红十字康复医院,绥化市,152000,0455-8226116,,,,,
黑龙江,绥化市,绥化地区聋哑康复中心,绥化市,152000,0455-8232320,,,,,
黑龙江,绥化市,绥化铁路医院,绥化市北林83号,152073,0455-8276417,李庆春,300,,262,肾病科、血液病、创伤外科、显微外科等
黑龙江,绥化市,绥化市公安医院,绥化市,152073,0455-8261474,,,,,
黑龙江,绥化市,绥化市工人医院,绥化市南二西路56号,152000,0455-8222307,陈成林,130,,185,
黑龙江,绥化市,绥化国营农场管理局中心医院,绥化市中直北路696号,152054,0455-8225008,李兆兴,123,,119,
黑龙江,绥化市,绥化市粮食职工医院,绥化市东直北路71号,152000,0455-8222872、8222802,郭佩清,60,,21,
黑龙江,绥化市,绥化市商业职工医院,绥化市南二东路68号,152051,0455-8225652,王德福,100,,81,
黑龙江,绥化市,绥化市木材加工厂职工医院,绥化市木材东街,152000,0455-8223016,,110,,90,
黑龙江,安达市,安达市第二医院,安达市铁西正阳二道街,151400,0455-7222774,,54,,18,
黑龙江,安达市,安达市第三医院,安达市第二居民委,151400,0455-7222774,孙重江,67,,54,
黑龙江,安达市,安达市中医院,安达市第十二居民委,151400,0455-7223643,孙增林,100,,103,内科、外科、骨伤科、妇科、肛肠科、针灸科
黑龙江,安达市,安达市妇幼保健院,安达市第三居民委,151400,0455-7223780、7224898,刘贵发,98,,110,
黑龙江,安达市,安达市红十字医院,安达市,151400,0455-7552774,,,,,
黑龙江,安达市,黑龙江省中医肝胆胰专科,安达市,151400,0455-7221639,,,,,
黑龙江,安达市,安达市工人医院,安达市北横四道街,151400,0455-7224510,,70,,72,
黑龙江,安达市,安达市工业职工医院,安达市第八居民委,151400,0455-7224697,吴艳芳,89,,112,
黑龙江,安达市,安达市商业职工医院,安达市第五居民委,151400,0455-7222527,王卫星,100,,85,
黑龙江,安达市,安达市二轻职工医院,安达市,151400,0455-7224478,,,,,
黑龙江,安达市,安达市龙新医院,安达市,151400,0455-7231129,,,,,
黑龙江,黑河市,黑河市第二人民医院,黑河市爱辉区兴林街116号,164300,0456-8223449、8223281,于洪源,200,,150,
黑龙江,黑河市,黑河市第三人民医院,黑河市市直辖文化街267号,164300,0456-8261014、8222276,付丽君,112,,188,
黑龙江,黑河市,黑河市中医院,黑河市市直辖兴林街243号,164300,0456-8223511,于景献,154,,104,
黑龙江,黑河市,黑河市爱辉区妇幼保健站,黑河市,164300,0456-8222861,,,,,
黑龙江,北安市,北安铁路医院,北安市,164000,0456-6683474,,100,,87,
黑龙江,北安市,北安市第一人民医院,北安市交通路,164000,0456-6662080、6663275,洪子复,296,,222,心血管内科、普外科、胸外科、皮肤科等
黑龙江,北安市,北安市第二人民医院,北安市通北镇中央街,164031,0456-6781249,石宝生,103,,72,
黑龙江,北安市,北安市第三人民医院,北安市东市府街,164000,0456-6664716,程碧凌,20,,94,
黑龙江,北安市,北安市中医院,北安市中央路,164000,0456-6662241,邓可平,101,,105,
